Unnamed: 0,locality,locality_clean,latitude,longitude,geocoded_display_name
1957,Kalyan ,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1958,Wadeghar,Wadeghar,19.2543297,73.1209207,"Wadeghar Main Road, Kalyan, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, 421308, India"
1959,Adharwadi,Adharwadi,20.4844919,75.4606676,"Adharwadi, Sillod, Chhatrapati Sambhajinagar District, Maharashtra, India"
1960,Kalyan ,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1961,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1962,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1963,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1964,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1965,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1966,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1967,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1968,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1969,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1970,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1971,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1972,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1973,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1974,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1975,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1976,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1977,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1978,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1979,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1980,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1981,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1982,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1983,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1984,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1985,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1986,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1987,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1988,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1989,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1990,Kalyan,Kalyan,19.2396742,73.1366482,"Kalyan, Ambivali, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, India"
1991,Manda ,Manda,20.0016003,79.5911890,"Manda Tukam, Tolewahi, Mul Taluka, Chandrapur, Maharashtra, India"
1992,Titwala,Titwala,19.2963827,73.2030656,"Titwala, Titwala - Ambivli Road, Titwala, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, 421605, India"
1993,Manda ,Manda,20.0016003,79.5911890,"Manda Tukam, Tolewahi, Mul Taluka, Chandrapur, Maharashtra, India"
1994,Titwala,Titwala,19.2963827,73.2030656,"Titwala, Titwala - Ambivli Road, Titwala, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, 421605, India"
1995,Titwala,Titwala,19.2963827,73.2030656,"Titwala, Titwala - Ambivli Road, Titwala, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, 421605, India"
1996,Titwala,Titwala,19.2963827,73.2030656,"Titwala, Titwala - Ambivli Road, Titwala, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, 421605, India"
1997,Titwala,Titwala,19.2963827,73.2030656,"Titwala, Titwala - Ambivli Road, Titwala, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, 421605, India"
1998,Titwala,Titwala,19.2963827,73.2030656,"Titwala, Titwala - Ambivli Road, Titwala, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, 421605, India"
1999,Manda,Manda,20.0016003,79.5911890,"Manda Tukam, Tolewahi, Mul Taluka, Chandrapur, Maharashtra, India"
2000,Manda,Manda,20.0016003,79.5911890,"Manda Tukam, Tolewahi, Mul Taluka, Chandrapur, Maharashtra, India"
2001,Manda,Manda,20.0016003,79.5911890,"Manda Tukam, Tolewahi, Mul Taluka, Chandrapur, Maharashtra, India"
2002,Titwala,Titwala,19.2963827,73.2030656,"Titwala, Titwala - Ambivli Road, Titwala, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, 421605, India"
2003,Titwala,Titwala,19.2963827,73.2030656,"Titwala, Titwala - Ambivli Road, Titwala, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, 421605, India"
2004,Titwala,Titwala,19.2963827,73.2030656,"Titwala, Titwala - Ambivli Road, Titwala, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, 421605, India"
2005,Sindhi Colony,Sindhi Colony,19.8748059,75.3367202,"sindhi colony, Osmanpura, Chhatrapati Sambhajinagar, Chhatrapati Sambhajinagar District, Maharashtra, 431002, India"
2006,Bhatwadi,Bhatwadi,17.0271193,74.1417503,"Bhatwadi, Shirala, Sangli District, Maharashtra, 415408, India"
2007,Hallow Pul,Hallow Pul,19.0757274,72.8799569,"Hallow Pul, Kurla West, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400070, India"
2008,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2009,titwala,titwala,19.2963827,73.2030656,"Titwala, Titwala - Ambivli Road, Titwala, Kalyan-Dombivli, Kalyan Subdistrict, Thane, Maharashtra, 421605, India"
2010,IIT Area,IIT Area,19.1326186,72.9149702,"Indian Institute of Technology Bombay, Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
2011,Pereira Wadi,Pereira Wadi,19.0894168,72.8833921,"Pereira Wadi, Jarimari, Asalpha, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400070, India"
2012,Vikhroli ,Vikhroli,19.1114795,72.9280210,"Vikhroli, P. Soman Marg, Hariyali, Vikhroli West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400059, India"
2013,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
2014,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2015,Govandi,Govandi,19.0553688,72.9150702,"Govandi, B S Devashi Marg, Samrat Ashok Nagar, Govandi West, M/E Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400043, India"
2016,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2017,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
2018,Mankhurd ,Mankhurd,19.0482086,72.9317136,"Mankhurd, Mankhurd Station Road, Mankhurd Village, Mankhurd, M/E Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400094, India"
2019,Mandala,Mandala,20.8522860,76.9117427,"Mandala, Akola, Akola District, Maharashtra, India"
2020,Mankhurd,Mankhurd,19.0482086,72.9317136,"Mankhurd, Mankhurd Station Road, Mankhurd Village, Mankhurd, M/E Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400094, India"
2021,Mankhurd,Mankhurd,19.0482086,72.9317136,"Mankhurd, Mankhurd Station Road, Mankhurd Village, Mankhurd, M/E Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400094, India"
2022,Khalai Village,Khalai Village,,,
2023,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2024,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2025,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2026,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2027,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
2028,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2029,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2030,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2031,Deonar,Deonar,19.0475502,72.9051895,"Deonar, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2032,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2033,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2034,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2035,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2036,Deonar,Deonar,19.0475502,72.9051895,"Deonar, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2037,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2038,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2039,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2040,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2041,Ghatkopar ,Ghatkopar,19.0856928,72.9083668,"Ghatkopar, Station Road, Kapol Wadi, Ghatkopar East, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400086, India"
2042,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2043,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2044,Bhatwadi,Bhatwadi,17.0271193,74.1417503,"Bhatwadi, Shirala, Sangli District, Maharashtra, 415408, India"
2045,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2046,Mhada Colony,Mhada Colony,20.2511706,75.7665521,"Mhada Colony, Bhokardan, Jalna District, Maharashtra, 431114, India"
2047,Mhada Colony,Mhada Colony,20.2511706,75.7665521,"Mhada Colony, Bhokardan, Jalna District, Maharashtra, 431114, India"
2048,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
2049,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2050,Ghatkopar ,Ghatkopar,19.0856928,72.9083668,"Ghatkopar, Station Road, Kapol Wadi, Ghatkopar East, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400086, India"
2051,Chembur Camp,Chembur Camp,,,
2052,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2053,Khindipada,Khindipada,19.1650350,72.9304173,"Khindipada, Nahur, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400082, India"
2054,LBS Marg,LBS Marg,19.0816540,72.8816381,"Lal Bahadur Shastri Marg, Hallow Pul, Kurla West, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400070, India"
2055,IIT Area,IIT Area,19.1326186,72.9149702,"Indian Institute of Technology Bombay, Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
2056,Vishnu Nagar,Vishnu Nagar,19.0250002,72.9061681,"Vishnu Nagar, Fertilizer Colony, M/E Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400074, India"
2057,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
2058,Kanjurmarg ,Kanjurmarg,19.1241020,72.9385562,"Kanjurmarg Flyover, Tagore Nagar, Vikhroli East, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400042, India"
2059,Asalpha,Asalpha,19.0970000,72.8945000,"Asalpha, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400072, India"
2060,Asalpha,Asalpha,19.0970000,72.8945000,"Asalpha, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400072, India"
2061,Pratap Nagar,Pratap Nagar,18.8131139,76.8878174,"Pratap Nagar, Ahmadpur, Latur District, Maharashtra, India"
2062,Kanjurmarg ,Kanjurmarg,19.1241020,72.9385562,"Kanjurmarg Flyover, Tagore Nagar, Vikhroli East, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400042, India"
2063,Govandi ,Govandi,19.0553688,72.9150702,"Govandi, B S Devashi Marg, Samrat Ashok Nagar, Govandi West, M/E Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400043, India"
2064,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2065,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
2066,Kirol Village,Kirol Village,19.0816423,72.8970712,"KIROL VILLAGE, Vidya Vihar West, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400086, India"
2067,Chembur Gaothan,Chembur Gaothan,19.0579376,72.8968948,"Chembur Gaothan, Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2068,Subhash Nagar,Subhash Nagar,21.1233162,79.0420532,"Subhash Nagar, Hingna Road, Dharampeth, Digdoh, Nagpur, Nagpur Urban Taluka, Nagpur, Maharashtra, 440036, India"
2069,GuruTeg Bahadur Nagar,GuruTeg Bahadur Nagar,19.0380048,72.8643455,"Guru Tegh Bahadur Nagar, M Ambedkar Marg, Agarwada Colony, Indira Nagar, F/N Ward, Mumbai Zone 2, Mumbai City District, Maharashtra, 400022, India"
2070,Jambhulpada,Jambhulpada,18.6519741,73.2964623,"Jambhulpada, Sudhagad Taluka, Raigad, Maharashtra, India"
2071,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2072,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2073,Tagore Nagar,Tagore Nagar,19.1196145,72.9343142,"Tagore Nagar, Vikhroli East, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400083, India"
2074,Moti Nagar,Moti Nagar,19.3051318,72.8485201,"Moti Nagar Road, Bhayander West, Murdha, Mira-Bhayander, Thane Subdistrict, Thane, Maharashtra, 401101, India"
2075,Christian Gaon,Christian Gaon,,,
2076,Ghatkopar ,Ghatkopar,19.0856928,72.9083668,"Ghatkopar, Station Road, Kapol Wadi, Ghatkopar East, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400086, India"
2077,Trombay,Trombay,19.0336510,72.9503637,"Trombay, V.N. Purav Marg, Trombay Koliwada, Cheeta Camp, M/E Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400034, India"
2078,Asalpha,Asalpha,19.0970000,72.8945000,"Asalpha, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400072, India"
2079,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2080,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
2081,Air Force Quarters,Air Force Quarters,19.0420886,72.8660780,"Air Force Quarters, Sion East, F/N Ward, Mumbai Zone 2, Mumbai City District, Maharashtra, India"
2082,Sardar Vallabhbhai Patel Nagar,Sardar Vallabhbhai Patel Nagar,19.0320750,72.8709317,"Sardar Vallabhbhai Patel Nagar, Wadala, F/N Ward, Mumbai Zone 2, Mumbai City District, Maharashtra, 400037, India"
2083,Kamgar Nagar,Kamgar Nagar,19.0102201,72.8274009,"Kamgar Nagar, Prabhadevi, G/S Ward, Mumbai Zone 2, Mumbai City District, Maharashtra, 400025, India"
2084,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2085,Tembhipada,Tembhipada,19.1560835,72.9273657,"Tembhipada, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2086,Govandi ,Govandi,19.0553688,72.9150702,"Govandi, B S Devashi Marg, Samrat Ashok Nagar, Govandi West, M/E Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400043, India"
2087,Mata Ramabai Ambedkar Nagar,Mata Ramabai Ambedkar Nagar,19.0762815,72.9177733,"Ramabai Ambedkar Nagar, Nalanda Nagar, Ghatkopar, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400075, India"
2088,Govandi ,Govandi,19.0553688,72.9150702,"Govandi, B S Devashi Marg, Samrat Ashok Nagar, Govandi West, M/E Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400043, India"
2089,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2090,Ghatkopar ,Ghatkopar,19.0856928,72.9083668,"Ghatkopar, Station Road, Kapol Wadi, Ghatkopar East, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400086, India"
2091,Bhim Nagar,Bhim Nagar,21.1102108,79.0805583,"Bhim Nagar, Nagpur, Nagpur Urban Taluka, Nagpur, Maharashtra, 440015, India"
2092,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2093,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2094,Ghatkopar ,Ghatkopar,19.0856928,72.9083668,"Ghatkopar, Station Road, Kapol Wadi, Ghatkopar East, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400086, India"
2095,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2096,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2097,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2098,Tembhipada,Tembhipada,19.1560835,72.9273657,"Tembhipada, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2099,Dharavi,Dharavi,19.0444630,72.8586177,"Dharavi, Mumbai Zone 2, Mumbai City District, Maharashtra, India"
2100,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2101,Damle Colony,Damle Colony,18.5149237,73.8268604,"V. G. Damle Path, Ex-Servicemen Colony, Erandwane, Anandnagar, Pune City Subdistrict, Pune District, Maharashtra, 411001, India"
2102,Mandala,Mandala,20.8522860,76.9117427,"Mandala, Akola, Akola District, Maharashtra, India"
2103,Nahur ,Nahur,19.1546402,72.9466525,"Nahur, M D Keni Road, RCF Colony, Nahur, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2104,Antop Hill,Antop Hill,19.0301805,72.8669504,"Antop Hill, M Ambedkar Marg, CGS Colony, Indira Nagar, F/N Ward, Mumbai Zone 2, Mumbai City District, Maharashtra, 400037, India"
2105,Pratap Nagar,Pratap Nagar,18.8131139,76.8878174,"Pratap Nagar, Ahmadpur, Latur District, Maharashtra, India"
2106,Sion,Sion,19.0465213,72.8632834,"Sion, Sion Bandra Link Road, Sion East, G/N Ward, Mumbai Zone 2, Mumbai City District, Maharashtra, 400051, India"
2107,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2108,Chembur Camp,Chembur Camp,,,
2109,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
2110,Ghatkopar ,Ghatkopar,19.0856928,72.9083668,"Ghatkopar, Station Road, Kapol Wadi, Ghatkopar East, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400086, India"
2111,Kanjur Village,Kanjur Village,19.1336970,72.9381936,"Kanjur Village, Bhandup East, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400042, India"
2112,Asalpha,Asalpha,19.0970000,72.8945000,"Asalpha, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400072, India"
2113,Adarsh Nagar,Adarsh Nagar,19.1421134,72.8345595,"Adarsh Nagar, Jogeshwari West, K/W Ward, Mumbai Zone 3, Mumbai, Mumbai Suburban District, Maharashtra, India"
2114,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
2115,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
2116,Tulshetpada,Tulshetpada,19.1608115,72.9312614,"Tulshetpada, Green Wheels Along Blue Lines, Lok Rachna, Mulund Colony, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
2117,Tata Nagar,Tata Nagar,19.0526286,72.9197627,"Tata Nagar, Govandi West, M/E Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400088, India"
